"#","ИД установе","Школска управа","Округ","Општина","Насеље","Назив установе","Адреса","Поштански број","Адреса електронске поште","Телефон","Сајт","Матични број","ПИБ","Датум оснивања","Примарна делатност","Власништво","Број одељења","Број комбинованих одељења","Број специјалних одељења","Број ученика","Број девојчица","Број ученика - ИОП 1","Број ученика - ИОП 2","Број ученика - ИОП 3","Број наставника - без замена","Укупна норма наставникаа - без замена","Број запослених - без замена","Укупна норма запослених- без замена"
"428.","1805","Косовска Митровица","Косовско-митровачки управни округ","Вучитрн","Вучитрн","Гимназија Вучитрн","Лоле Рибара 29","38220","gimnazija_vu@yahoo.com","(028)422071","http://gimnazijavu.edu.rs","9230408","101263225","1966-06-11","Гимназије","Државно","4","0","0","34","20","0","0","0","24","8.602500","29","13.602500"
"429.","1806","Косовска Митровица","Косовско-митровачки управни округ","Вучитрн","Вучитрн","Техничка школа Вучитрн","Иве Лоле Рибара 27","38220","gimnazija_vu@yahoo.com","(028)422071","http://gimnazijavu.edu.rs","9230408","101263225","1966-06-11","Средње стручне школе","Државно","4","0","0","33","1","0","0","0","25","8.615500","28","11.115500"
"430.","1807","Косовска Митровица","Косовско-митровачки управни округ","Лепосавић","Лешак","Пољопривредна школа Приштина","Браће Матовића б.б","38219","poljskolapristinalesak@hotmail.com","(028)400413","http://www.poljoprivrednaskolapristinalesak.edu.rs","9018379","101814893","1946-07-31","Средње стручне школе","Државно","15","0","0","78","25","0","1","0","36","34.873700","54","53.373700"
"431.","1816","Ранилуг","Косовско-поморавски управни округ","Косовска Каменица","Ранилуг","Економско-трговинска школа Гњилане","Ранилуг бб","38267","eskolaranilug@hotmail.rs","28076132","http://www.ecogl.kosovskopomoravlje.rs","9028617","100018177","1992-11-08","Средње стручне школе","Државно","18","0","0","104","50","1","0","0","99","45.045700","138","73.645700"
"432.","1817","Ранилуг","Косовско-поморавски управни округ","Косовска Каменица","Велико Ропотово","Медицинска школа","Велико Ропотово бб","38267","ms_vropotovo@hotmail.com","1234567","NULL","17684841","105010176","2007-03-15","Средње стручне школе","Државно","16","0","0","338","223","0","0","0","89","46.323700","118","67.823700"
"433.","1819","Краљево","Рашки управни округ","Краљево - град","Краљево","Уметничка школа у Краљеву","Цара Лазара 38","36000","umetnicka@mts.rs","(036)326700","http://www.umetnicka-kv.net","17578430","103435339","2004-06-04","Средње стручне школе","Државно","8","8","0","162","123","0","0","0","33","20.510000","44","28.250000"
"434.","1828","Нови Сад","Сремски управни округ","Ириг","Ириг","Средња стручна школа Борислав Михајловић Михиз","Змај Јовина 59","22406","sssborislavmihajlovic@gmail.com","(022)2462026","http://www.sssborislavmihajlovic.edu.rs","8905908","106199149","2009-05-28","Средње стручне школе","Државно","8","0","0","154","51","3","3","0","31","15.135300","38","23.135300"
"435.","1829","Ваљево","Колубарски управни округ","Мионица","Мионица (варошица)","Средња школа Мионица","Кнеза Грбовића бб","14242","srednjaskolamionica@gmail.com","(014)3422120","http://www.srednjaskolamionica.edu.rs","17779575","106270405","2009-08-17","Средње стручне школе","Државно","8","0","0","181","91","0","3","0","33","20.892200","41","28.392200"
"436.","1830","Краљево","Рашки управни округ","Нови Пазар - град","Нови Пазар","Угоститељско-туристичка школа","Расима Халиловића бб","36300","info@turistskola.edu.rs","(020)317896","http://www.turistskola.edu.rs","17761498","105826969","2008-09-25","Средње стручне школе","Државно","23","0","0","463","228","1","1","0","56","42.110000","64","49.900000"
"437.","1880","Београд","Град Београд","Београд - Земун","Београд (Земун)","Средња правно економска школа","","11080","NULL","NULL","http://","NULL","NULL","0000-00-00","Средње стручне школе","Приватно","0","0","0","0","0","0","0","0","0","0.000000","0","0.000000"
"438.","1885","Београд","Град Београд","Београд - Палилула","Београд (Палилула)","Прва приватна угоститељско-туристичка школа","","11060","NULL","NULL","http://","NULL","NULL","0000-00-00","Средње стручне школе","Приватно","0","0","0","0","0","0","0","0","0","0.000000","0","0.000000"
"439.","1888","Београд","Град Београд","Београд - Савски Венац","Београд (Савски Венац)","Гимназија Стефан Немања","Немањина 28","11040","gimnazijastefann@gmail.com","(011)3629416","http://www.gimnazijastefannemanja.edu.rs/","NULL","105393481","0000-00-00","Средње стручне школе","Приватно","0","0","0","0","0","0","0","0","0","0.000000","0","0.000000"
"440.","1891","Београд","Град Београд","Београд - Савски Венац","Београд (Савски Венац)","Средња школа Артимедиа","","11000","NULL","NULL","http://","NULL","NULL","0000-00-00","Средње стручне школе","Приватно","0","0","0","0","0","0","0","0","0","0.000000","0","0.000000"
"441.","1896","Београд","Град Београд","Београд - Стари Град","Београд (Стари Град)","Средња школа за економију, право и администрацију","Студентски трг 5","11000","kontakt@skolaepa.com","(011)3287477","http://www.skolaepa.com","NULL","105012299","0000-00-00","Средње стручне школе","Приватно","0","0","0","0","0","0","0","0","0","0.000000","0","0.000000"
"442.","1898","Београд","Град Београд","Београд - Нови Београд","Београд (Нови Београд)","Средњошколски образовни центар ""СМАРТАНАЦ""","Народних хероја 30","11070","skolest.office@gmail.com","(011)4044059","http://www.skolest.com","17573543","103545895","2004-09-16","Средње стручне школе","Приватно","0","1","0","0","0","0","0","0","0","0.000000","0","0.000000"
