"#","ИД установе","Школска управа","Округ","Општина","Насеље","Назив установе","Адреса","Поштански број","Адреса електронске поште","Телефон","Сајт","Матични број","ПИБ","Датум оснивања","Примарна делатност","Власништво","Број одељења","Број комбинованих одељења","Број специјалних одељења","Број ученика","Број девојчица","Број ученика - ИОП 1","Број ученика - ИОП 2","Број ученика - ИОП 3","Број наставника - без замена","Укупна норма наставникаа - без замена","Број запослених - без замена","Укупна норма запослених- без замена"
"988.","1026","Краљево","Рашки управни округ","Тутин","Источни Мојстир","Алекса Ђилас Бећо","Источни Мојстир бб","36320","aleksadjbeco@yahoo.com","(020)620076","NULL","7175825","101346238","1979-02-19","Основна школа","Државно","20","0","0","179","90","0","0","0","40","29.470000","54","43.200000"
"989.","1027","Краљево","Рашки управни округ","Тутин","Црквине","Алеска Шантић","Црквине бб","36321","asantic@live.com","(020)5723020","http://osaleksasanticcrkvine.mojsajt.rs","7175795","101347226","2004-01-20","Основна школа","Државно","17","0","0","244","114","1","0","0","31","24.730000","43","36.190000"
"990.","1028","Краљево","Рашки управни округ","Тутин","Тутин","Рифат Бурџовић Тршо","Његошева 15","36320","os.rbtrsotutin@gmail.com","(020)811110","http://ostrsotutin.nasaskola.rs","7175779","102021048","1924-09-01","Основна школа","Државно","58","0","0","1361","638","0","0","0","100","86.880000","126","110.480000"
"991.","1029","Краљево","Рашки управни округ","Тутин","Делимеђе","25. мај","Делимеђе бб","36307","delimedze@hotmail.com","(020)452991","http://www.os25maj.edu.rs","7175833","102231787","2016-09-01","Основна школа","Државно","37","0","0","434","201","0","0","0","62","55.263400","87","80.873400"
"992.","1030","Краљево","Рашки управни округ","Тутин","Рибариће","Меша Селимовић","Рибариће bb","36309","osribarice@hotmail.com","(020)821110","http://skolaribarice.weebly.com","7175809","101347242","1927-04-23","Основна школа","Државно","25","0","0","487","258","0","2","0","44","37.450000","62","54.340000"
"993.","1031","Краљево","Рашки управни округ","Тутин","Лескова","Др. Ибрахим Бакић","Лескова бб","36320","osleskova@yahoo.com","(020)452554","http://osdribrahimbakic.nasaskola.rs","7175787","101345702","1904-09-01","Основна школа","Државно","32","0","0","432","222","2","0","0","57","47.108000","77","65.938000"
"994.","1032","Краљево","Рашки управни округ","Тутин","Тутин","Вук Караџић","Кулина Бана 5","36320","osvuk87@gmail.com","(020)811180","http://www.osvuktutin.edu.rs","7351623","102020754","1987-10-01","Основна школа","Државно","47","0","0","890","415","1","3","0","86","73.760900","108","95.410900"
"995.","1033","Ниш","Нишавски управни округ","Алексинац","Алексиначки Рудник","Јован Јовановић Змај","Трг рудара бб","18226","osrudnik@mts.rs","(018)882033","http://osrudnik.edu.rs","7153724","100303987","1966-01-07","Основна школа","Државно","23","0","0","303","149","13","2","1","50","30.654300","70","50.654300"
"996.","1034","Ниш","Нишавски управни округ","Алексинац","Катун","Десанка Максимовић","Катун нема","18225","oskatun@gmail.com","(018)618180","http://www.oskatun.edu.rs","7106939","100312939","1871-09-01","Основна школа","Државно","21","0","0","132","68","2","4","0","39","28.726700","58","42.726700"
"997.","1035","Ниш","Нишавски управни округ","Алексинац","Трњане","Стојан Живковић Столе","Стојан Живковић Столе бб","18213","ostrnjane@gmail.com","(018)4844250","http://stojanzivkovicstole.edu.rs","7106602","100313144","1968-09-30","Основна школа","Државно","31","0","0","298","135","7","3","0","57","42.968600","81","64.468600"
"998.","1036","Ниш","Нишавски управни округ","Алексинац","Житковац","Вук Караџић","Ратка Јовића 10","18210","oszitkovac@gmail.com","(018)846454","http://www.zitkovac.edu.rs","7245041","100305110","1911-09-01","Основна школа","Државно","39","0","0","719","347","46","9","1","64","49.467600","88","74.267600"
"999.","1037","Ниш","Нишавски управни округ","Алексинац","Алексинац","Вожд Карађорђе","Лоле Рибара 2","18220","osvozdal@medianis.net","(018)804644","http://www.osvozdaleksinac.edu.rs","7106971","100313520","1868-09-30","Основна школа","Државно","28","0","0","552","284","20","5","0","52","41.038600","72","60.038600"
"1000.","1038","Ниш","Нишавски управни округ","Алексинац","Алексинац","Љупче Николић","Тихомира Ђорђевића 10","18220","osljupcenikolic@mts.rs","(018)800109","https://ljupcenikolic.wordpress.com/","7106980","100304711","1968-09-30","Основна школа","Државно","37","0","0","841","412","14","2","0","64","52.890000","87","76.540000"
"1001.","1039","Ниш","Нишавски управни округ","Алексинац","Суботинац","Свети Сава","Рударска бб","18227","os_subotinac@mts.rs","(018)877651","http://www.ossubotinac.edu.rs","7187513","100305021","1866-09-03","Основна школа","Државно","15","0","0","128","61","2","0","0","38","20.545500","47","28.045500"
"1002.","1040","Ниш","Нишавски управни округ","Алексинац","Лоћика","Аца Синадиновић","Лоћика 00","18212","osacasinadinovic@gmail.com","(018)610400","http://www.osacasinadinovic.edu.rs","7106955","100313281","1919-05-19","Основна школа","Државно","35","0","0","291","139","11","5","0","64","47.899600","92","71.949600"
"1003.","1041","Ниш","Нишавски управни округ","Гаџин Хан","Гаџин Хан","Витко и Света","Милоша Обилића бб","18240","osvitkoisveta@mts.rs","(018)850136","http://osvitkoisvetagadzinhan.nasaskola.rs","7171625","100707402","2016-08-10","Основна школа","Државно","38","0","0","239","120","10","1","0","69","57.610800","92","83.633200"
"1004.","1042","Ниш","Нишавски управни округ","Дољевац","Дољевац","Вук Караџић","Вук Караџића 6","18410","osvkdoljevac@yahoo.com","018-4151422","http://nemamovebsajt.com","7172109","100492035","1974-02-12","Основна школа","Државно","85","0","0","1357","621","35","10","0","125","112.122200","172","161.622200"
"1005.","1043","Ниш","Нишавски управни округ","Мерошина","Мерошина","Јастребачки партизани","Нишка бб","18252","osmerosina@gmail.com","(018)4892036","http://www.osmerosina.rs","7301782","100758754","1962-02-17","Основна школа","Државно","29","0","0","457","215","12","0","0","92","77.755600","133","116.955600"
"1006.","1044","Ниш","Нишавски управни округ","Ниш - Црвени Крст","Ниш (Црвени Крст)","Иво Андрић","Бранка Бјеговића бб","18000","os.ivoandric@mts.rs","(018)585500","https://sites.google.com/site/osivoandricnis","7174411","100619200","1976-09-01","Основна школа","Државно","43","0","0","898","454","18","4","0","68","60.010600","94","86.660600"
